Event, Reactor, Source, Destination, Elapsed Logical Time, Microstep, Elapsed Physical Time, Trigger, Extra Delay
Worker wait ends, NO REACTOR, 0, -1, 1260000000, 0, 1271270076, NO TRIGGER, 0
Reaction starts, ns_federate__p3, 0, 2, 1260000000, 0, 1271270411, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 1260000000, 0, 1271270638, NO TRIGGER, 0
Reaction ends, ns_federate__p3, 0, 2, 1260000000, 0, 1271289677, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 1260000000, 0, 1271289994, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 1260000000, 0, 1271290420, NO TRIGGER, 0
Reaction starts, ns_federate__p3_0, 0, 2, 1260000000, 0, 1271290693, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 1260000000, 0, 1271290824, NO TRIGGER, 0
Reaction ends, ns_federate__p3_0, 0, 2, 1260000000, 0, 1271293929, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 1260000000, 0, 1271294043, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 1260000000, 0, 1271294186, NO TRIGGER, 0
Reaction starts, ns_federate__p3_1, 0, 2, 1260000000, 0, 1271294297, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 1260000000, 0, 1271294384, NO TRIGGER, 0
Reaction ends, ns_federate__p3_1, 0, 2, 1260000000, 0, 1271296605, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 1260000000, 0, 1271296720, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 1260000000, 0, 1271296852, NO TRIGGER, 0
Reaction starts, ns_federate__p3_2, 0, 2, 1260000000, 0, 1271297043, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 1260000000, 0, 1271297132, NO TRIGGER, 0
Reaction ends, ns_federate__p3_2, 0, 2, 1260000000, 0, 1271299331, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 1260000000, 0, 1271299456, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 1260000000, 0, 1271299785, NO TRIGGER, 0
Sending NET, NO REACTOR, 2, -1, 1300000000, 0, 1271300317, NO TRIGGER, 0
Sending NET, NO REACTOR, 2, -1, 1260000000, 1, 1285596751, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 1260000000, 1, 1285637046, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 1260000000, 1, 1285638754, NO TRIGGER, 0
Reaction starts, ns_federate__plant_1, 0, 2, 1260000000, 1, 1285639305, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 1260000000, 1, 1285639912, NO TRIGGER, 0
Reaction ends, ns_federate__plant_1, 0, 2, 1260000000, 1, 1285644506, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 1260000000, 1, 1285644891, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 1260000000, 1, 1286986644, NO TRIGGER, 0
Reaction starts, ns_federate__p3, 0, 2, 1260000000, 1, 1286987207, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 1260000000, 1, 1286987576, NO TRIGGER, 0
Reaction ends, ns_federate__p3, 0, 2, 1260000000, 1, 1287005734, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 1260000000, 1, 1287006069, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 1260000000, 1, 1287006313, NO TRIGGER, 0
Reaction starts, ns_federate__p3_0, 0, 2, 1260000000, 1, 1287006560, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 1260000000, 1, 1287006678, NO TRIGGER, 0
Reaction ends, ns_federate__p3_0, 0, 2, 1260000000, 1, 1287009086, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 1260000000, 1, 1287009183, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 1260000000, 1, 1287009293, NO TRIGGER, 0
Reaction starts, ns_federate__p3_1, 0, 2, 1260000000, 1, 1287009497, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 1260000000, 1, 1287009626, NO TRIGGER, 0
Reaction ends, ns_federate__p3_1, 0, 2, 1260000000, 1, 1287011390, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 1260000000, 1, 1287011484, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 1260000000, 1, 1287011591, NO TRIGGER, 0
Reaction starts, ns_federate__p3_2, 0, 2, 1260000000, 1, 1287011992, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 1260000000, 1, 1287012060, NO TRIGGER, 0
Reaction ends, ns_federate__p3_2, 0, 2, 1260000000, 1, 1287013696, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 1260000000, 1, 1287013794, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 1260000000, 1, 1287014184, NO TRIGGER, 0
Sending NET, NO REACTOR, 2, -1, 1300000000, 0, 1287014640, NO TRIGGER, 0
Schedule called, s3, 0, 0, 1300000000, 0, 1300067573, s3.t, 50000000
Scheduler advancing time ends, NO REACTOR, -1, -1, 1300000000, 0, 1300067973, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 1300000000, 0, 1300068397, NO TRIGGER, 0
Reaction starts, s3, 0, 0, 1300000000, 0, 1300068733, NO TRIGGER, -9223372036854775808
Reaction ends, s3, 0, 0, 1300000000, 0, 1300068861, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 1300000000, 0, 1300069188, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 1300000000, 0, 1300069285, NO TRIGGER, 0
Reaction starts, ns_federate__plant_1, 0, 1, 1300000000, 0, 1300069353, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 2, -1, 1300000000, 0, 1300069825, NO TRIGGER, 0
Reaction ends, ns_federate__plant_1, 0, 1, 1300000000, 0, 1300089616, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 1300000000, 0, 1300089784, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 1300000000, 0, 1300089858, NO TRIGGER, 0
Reaction starts, ns_federate__plant_1, 0, 2, 1300000000, 0, 1300089931, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__plant_1, 0, 2, 1300000000, 0, 1300089990, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 1300000000, 0, 1300090067, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 1300000000, 0, 1302181348, NO TRIGGER, 0
Reaction starts, nr_federate__s3, 0, 0, 1300000000, 0, 1302181565, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s3, 0, 0, 1300000000, 0, 1302182353, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 464123, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 464502, NO TRIGGER, 0
Reaction starts, ns_federate__plant_1, 1, 1, 0, 0, 464792, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 2, -1, 0, 0, 465677, NO TRIGGER, 0
Reaction ends, ns_federate__plant_1, 1, 1, 0, 0, 496699, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 497038, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 497201, NO TRIGGER, 0
Reaction starts, ns_federate__plant_1, 1, 2, 0, 0, 497426, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__plant_1, 1, 2, 0, 0, 497555, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 497726, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1545883, NO TRIGGER, 0
Reaction starts, nr_federate__s3, 1, 0, 0, 0, 1546327, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s3, 1, 0, 0, 0, 1546806, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1547278, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1687263, NO TRIGGER, 0
Reaction starts, nr_federate__s3_0, 1, 0, 0, 0, 1687821, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s3_0, 1, 0, 0, 0, 1688188, NO TRIGGER, -9223372036854775808
Reaction starts, s3, 1, 1, 0, 0, 1688649, NO TRIGGER, -9223372036854775808
Reaction ends, s3, 1, 1, 0, 0, 1688839, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1689139, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1689211, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1689280, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1861076, NO TRIGGER, 0
Reaction starts, nr_federate__s3_1, 1, 0, 0, 0, 1861284, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s3_1, 1, 0, 0, 0, 1861596, NO TRIGGER, -9223372036854775808
Reaction starts, s3, 1, 2, 0, 0, 1861824, NO TRIGGER, -9223372036854775808
Reaction ends, s3, 1, 2, 0, 0, 1861923, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1862373, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1862460, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1862548, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1977027, NO TRIGGER, 0
Reaction starts, nr_federate__s3_2, 1, 0, 0, 0, 1977345, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s3_2, 1, 0, 0, 0, 1977663, NO TRIGGER, -9223372036854775808
Reaction starts, s3, 1, 3, 0, 0, 1977963, NO TRIGGER, -9223372036854775808
Reaction ends, s3, 1, 3, 0, 0, 1978104, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1978476, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1978563, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1978631, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1978771, NO TRIGGER, 0
Reaction starts, s3, 1, 4, 0, 0, 1978833, NO TRIGGER, -9223372036854775808
Reaction ends, s3, 1, 4, 0, 0, 1978881, NO TRIGGER, -9223372036854775808
Reaction starts, ns_federate__p3, 1, 0, 0, 0, 1979137, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p3, 1, 0, 0, 0, 1979279, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1979348, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1979407, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1979467, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1979518, NO TRIGGER, 0
Reaction starts, ns_federate__p3, 1, 1, 0, 0, 1979579, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 2, -1, 0, 0, 1979823, NO TRIGGER, 0
Reaction ends, ns_federate__p3, 1, 1, 0, 0, 1994506, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1994645, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1994762, NO TRIGGER, 0
Reaction starts, ns_federate__p3, 1, 2, 0, 0, 1994826, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p3, 1, 2, 0, 0, 1994877, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1994961, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1995013, NO TRIGGER, 0
Reaction starts, ns_federate__p3_0, 1, 0, 0, 0, 1995093, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p3_0, 1, 0, 0, 0, 1995221, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1995280, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1995331, NO TRIGGER, 0
Reaction starts, ns_federate__p3_0, 1, 1, 0, 0, 1995384, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 2, -1, 0, 0, 1995465, NO TRIGGER, 0
Reaction ends, ns_federate__p3_0, 1, 1, 0, 0, 1998849, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1998935, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 2001879, NO TRIGGER, 0
Reaction starts, ns_federate__p3_0, 1, 2, 0, 0, 2001931, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p3_0, 1, 2, 0, 0, 2001976, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 2002033, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 2002084, NO TRIGGER, 0
Reaction starts, ns_federate__p3_1, 1, 0, 0, 0, 2002234, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p3_1, 1, 0, 0, 0, 2002341, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 2002417, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 2002465, NO TRIGGER, 0
Reaction starts, ns_federate__p3_1, 1, 1, 0, 0, 2002515, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 2, -1, 0, 0, 2002592, NO TRIGGER, 0
Reaction ends, ns_federate__p3_1, 1, 1, 0, 0, 2004879, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 2004942, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 2004991, NO TRIGGER, 0
Reaction starts, ns_federate__p3_1, 1, 2, 0, 0, 2005042, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p3_1, 1, 2, 0, 0, 2005086, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 2005142, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 2005190, NO TRIGGER, 0
Reaction starts, ns_federate__p3_2, 1, 0, 0, 0, 2005242, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p3_2, 1, 0, 0, 0, 2005348, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 2005403, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 2005450, NO TRIGGER, 0
Reaction starts, ns_federate__p3_2, 1, 1, 0, 0, 2005501, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 2, -1, 0, 0, 2005557, NO TRIGGER, 0
Reaction ends, ns_federate__p3_2, 1, 1, 0, 0, 2007992, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 2008060, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 2008108, NO TRIGGER, 0
Reaction starts, ns_federate__p3_2, 1, 2, 0, 0, 2008165, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p3_2, 1, 2, 0, 0, 2008206, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 2008266, NO TRIGGER, 0
Sending LTC, NO REACTOR, 2, -1, 0, 0, 2008629, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 0, 0, 2009784, NO TRIGGER, 0
Sending NET, NO REACTOR, 2, -1, 50000000, 0, 2010336, NO TRIGGER, 0
Sending NET, NO REACTOR, 2, -1, 0, 1, 6302117, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 0, 1, 6314788, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 1, 6315319, NO TRIGGER, 0
Reaction starts, ns_federate__plant_1, 1, 2, 0, 1, 6315504, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 0, 1, 6315665, NO TRIGGER, 0
Reaction ends, ns_federate__plant_1, 1, 2, 0, 1, 6317356, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 1, 6317502, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 1, 6927671, NO TRIGGER, 0
Reaction starts, ns_federate__p3, 1, 2, 0, 1, 6927899, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 0, 1, 6928019, NO TRIGGER, 0
Reaction ends, ns_federate__p3, 1, 2, 0, 1, 6938730, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 1, 6938913, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 1, 6939093, NO TRIGGER, 0
Reaction starts, ns_federate__p3_0, 1, 2, 0, 1, 6939227, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 0, 1, 6939301, NO TRIGGER, 0
Reaction ends, ns_federate__p3_0, 1, 2, 0, 1, 6940796, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 1, 6940860, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 1, 6940956, NO TRIGGER, 0
Reaction starts, ns_federate__p3_1, 1, 2, 0, 1, 6941120, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 0, 1, 6941163, NO TRIGGER, 0
Reaction ends, ns_federate__p3_1, 1, 2, 0, 1, 6942378, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 1, 6942448, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 1, 6942523, NO TRIGGER, 0
Reaction starts, ns_federate__p3_2, 1, 2, 0, 1, 6942675, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 0, 1, 6942780, NO TRIGGER, 0
Reaction ends, ns_federate__p3_2, 1, 2, 0, 1, 6943925, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 1, 6943994, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 0, 1, 6944202, NO TRIGGER, 0
Sending NET, NO REACTOR, 2, -1, 50000000, 0, 6944417, NO TRIGGER, 0
Sending NET, NO REACTOR, 2, -1, 10000000, 0, 10178699, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 10000000, 0, 10209943, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 0, 10266246, NO TRIGGER, 0
Reaction starts, ns_federate__plant_1, 1, 2, 10000000, 0, 10266584, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 10000000, 0, 10266904, NO TRIGGER, 0
Reaction ends, ns_federate__plant_1, 1, 2, 10000000, 0, 10275292, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 0, 10275506, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 0, 10701715, NO TRIGGER, 0
Reaction starts, ns_federate__p3, 1, 2, 10000000, 0, 10702262, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 10000000, 0, 10702548, NO TRIGGER, 0
Reaction ends, ns_federate__p3, 1, 2, 10000000, 0, 10736552, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 0, 10736996, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 0, 10737201, NO TRIGGER, 0
Reaction starts, ns_federate__p3_0, 1, 2, 10000000, 0, 10737413, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 10000000, 0, 10737568, NO TRIGGER, 0
Reaction ends, ns_federate__p3_0, 1, 2, 10000000, 0, 10744213, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 0, 10744327, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 0, 10744441, NO TRIGGER, 0
Reaction starts, ns_federate__p3_1, 1, 2, 10000000, 0, 10744554, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 10000000, 0, 10744668, NO TRIGGER, 0
Reaction ends, ns_federate__p3_1, 1, 2, 10000000, 0, 10748582, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 0, 10748697, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 0, 10748810, NO TRIGGER, 0
Reaction starts, ns_federate__p3_2, 1, 2, 10000000, 0, 10748956, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 10000000, 0, 10749072, NO TRIGGER, 0
Reaction ends, ns_federate__p3_2, 1, 2, 10000000, 0, 10751418, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 0, 10751540, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 10000000, 0, 10751829, NO TRIGGER, 0
Sending NET, NO REACTOR, 2, -1, 50000000, 0, 10752226, NO TRIGGER, 0
Sending NET, NO REACTOR, 2, -1, 10000000, 1, 14971469, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 10000000, 1, 15006652, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 1, 15007482, NO TRIGGER, 0
Reaction starts, ns_federate__plant_1, 1, 2, 10000000, 1, 15007672, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 10000000, 1, 15007891, NO TRIGGER, 0
Reaction ends, ns_federate__plant_1, 1, 2, 10000000, 1, 15014856, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 1, 15015028, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 1, 15862897, NO TRIGGER, 0
Reaction starts, ns_federate__p3, 1, 2, 10000000, 1, 15863322, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 10000000, 1, 15863575, NO TRIGGER, 0
Reaction ends, ns_federate__p3, 1, 2, 10000000, 1, 15898231, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 1, 15898656, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 1, 15898908, NO TRIGGER, 0
Reaction starts, ns_federate__p3_0, 1, 2, 10000000, 1, 15899057, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 10000000, 1, 15899211, NO TRIGGER, 0
Reaction ends, ns_federate__p3_0, 1, 2, 10000000, 1, 15906263, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 1, 15906385, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 1, 15906500, NO TRIGGER, 0
Reaction starts, ns_federate__p3_1, 1, 2, 10000000, 1, 15906664, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 10000000, 1, 15906768, NO TRIGGER, 0
Reaction ends, ns_federate__p3_1, 1, 2, 10000000, 1, 15910847, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 1, 15910973, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 1, 15911088, NO TRIGGER, 0
Reaction starts, ns_federate__p3_2, 1, 2, 10000000, 1, 15911250, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 10000000, 1, 15911365, NO TRIGGER, 0
Reaction ends, ns_federate__p3_2, 1, 2, 10000000, 1, 15913673, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 1, 15913800, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 10000000, 1, 15914045, NO TRIGGER, 0
Sending NET, NO REACTOR, 2, -1, 50000000, 0, 15914302, NO TRIGGER, 0
Schedule called, s3, 0, 0, 50000000, 0, 50405411, s3.t, 50000000
Scheduler advancing time ends, NO REACTOR, -1, -1, 50000000, 0, 50407891, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 50410384, NO TRIGGER, 0
Reaction starts, s3, 1, 0, 50000000, 0, 50411300, NO TRIGGER, -9223372036854775808
Reaction ends, s3, 1, 0, 50000000, 0, 50411751, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 50412907, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 50413209, NO TRIGGER, 0
Reaction starts, ns_federate__plant_1, 1, 1, 50000000, 0, 50413409, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 2, -1, 50000000, 0, 50418199, NO TRIGGER, 0
Reaction ends, ns_federate__plant_1, 1, 1, 50000000, 0, 50503603, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 50504056, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 50504299, NO TRIGGER, 0
Reaction starts, ns_federate__plant_1, 1, 2, 50000000, 0, 50504585, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__plant_1, 1, 2, 50000000, 0, 50504778, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 50504996, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 51615843, NO TRIGGER, 0
Reaction starts, nr_federate__s3, 1, 0, 50000000, 0, 51616848, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s3, 1, 0, 50000000, 0, 51618531, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 51619254, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52088041, NO TRIGGER, 0
Reaction starts, nr_federate__s3_0, 1, 0, 50000000, 0, 52088846, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s3_0, 1, 0, 50000000, 0, 52089622, NO TRIGGER, -9223372036854775808
Reaction starts, s3, 1, 1, 50000000, 0, 52089942, NO TRIGGER, -9223372036854775808
Reaction ends, s3, 1, 1, 50000000, 0, 52090123, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 52090366, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52090449, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 52090523, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52149393, NO TRIGGER, 0
