Event, Reactor, Source, Destination, Elapsed Logical Time, Microstep, Elapsed Physical Time, Trigger, Extra Delay
Worker wait starts, NO REACTOR, 0, -1, 110000000, 1, 122542818, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 110000000, 1, 122542916, NO TRIGGER, 0
Reaction starts, ns_federate__p3_2, 0, 2, 110000000, 1, 122543106, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 110000000, 1, 122543162, NO TRIGGER, 0
Reaction ends, ns_federate__p3_2, 0, 2, 110000000, 1, 122544875, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 110000000, 1, 122544964, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 110000000, 1, 122545336, NO TRIGGER, 0
Sending NET, NO REACTOR, 2, -1, 150000000, 0, 122545721, NO TRIGGER, 0
Schedule called, s3, 0, 0, 150000000, 0, 150301215, s3.t, 50000000
Scheduler advancing time ends, NO REACTOR, -1, -1, 150000000, 0, 150302811, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 150304665, NO TRIGGER, 0
Reaction starts, s3, 0, 0, 150000000, 0, 150305260, NO TRIGGER, -9223372036854775808
Reaction ends, s3, 0, 0, 150000000, 0, 150305673, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 150306434, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 150306651, NO TRIGGER, 0
Reaction starts, ns_federate__plant_1, 0, 1, 150000000, 0, 150306891, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 2, -1, 150000000, 0, 150307778, NO TRIGGER, 0
Reaction ends, ns_federate__plant_1, 0, 1, 150000000, 0, 150398574, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 150398970, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 150399181, NO TRIGGER, 0
Reaction starts, ns_federate__plant_1, 0, 2, 150000000, 0, 150399397, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__plant_1, 0, 2, 150000000, 0, 150399534, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 150399737, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 151320930, NO TRIGGER, 0
Reaction starts, nr_federate__s3, 0, 0, 150000000, 0, 151321820, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s3, 0, 0, 150000000, 0, 151324264, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 151325115, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 151975297, NO TRIGGER, 0
Reaction starts, nr_federate__s3_0, 0, 0, 150000000, 0, 151975848, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s3_0, 0, 0, 150000000, 0, 151976642, NO TRIGGER, -9223372036854775808
Reaction starts, s3, 0, 1, 150000000, 0, 151977082, NO TRIGGER, -9223372036854775808
Reaction ends, s3, 0, 1, 150000000, 0, 151977249, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 151977705, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 151977785, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 151977861, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 152232572, NO TRIGGER, 0
Reaction starts, nr_federate__s3_1, 0, 0, 150000000, 0, 152233159, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s3_1, 0, 0, 150000000, 0, 152233910, NO TRIGGER, -9223372036854775808
Reaction starts, s3, 0, 2, 150000000, 0, 152234224, NO TRIGGER, -9223372036854775808
Reaction ends, s3, 0, 2, 150000000, 0, 152234414, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 152234828, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 152234913, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 152234990, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 152663483, NO TRIGGER, 0
Reaction starts, nr_federate__s3_2, 0, 0, 150000000, 0, 152664031, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s3_2, 0, 0, 150000000, 0, 152664685, NO TRIGGER, -9223372036854775808
Reaction starts, s3, 0, 3, 150000000, 0, 152665041, NO TRIGGER, -9223372036854775808
Reaction ends, s3, 0, 3, 150000000, 0, 152665164, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 152665594, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 152665687, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 152665762, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 152665926, NO TRIGGER, 0
Reaction starts, s3, 0, 4, 150000000, 0, 152666014, NO TRIGGER, -9223372036854775808
Reaction ends, s3, 0, 4, 150000000, 0, 152666118, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 152666361, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 152668113, NO TRIGGER, 0
Reaction starts, ns_federate__p3, 0, 1, 150000000, 0, 152668270, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 2, -1, 150000000, 0, 152668621, NO TRIGGER, 0
Reaction ends, ns_federate__p3, 0, 1, 150000000, 0, 152682345, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 152682509, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 152682594, NO TRIGGER, 0
Reaction starts, ns_federate__p3, 0, 2, 150000000, 0, 152682675, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p3, 0, 2, 150000000, 0, 152682747, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 152682822, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 152682936, NO TRIGGER, 0
Reaction starts, ns_federate__p3_0, 0, 1, 150000000, 0, 152683017, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 2, -1, 150000000, 0, 152683115, NO TRIGGER, 0
Reaction ends, ns_federate__p3_0, 0, 1, 150000000, 0, 152686179, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 152686260, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 152686327, NO TRIGGER, 0
Reaction starts, ns_federate__p3_0, 0, 2, 150000000, 0, 152686428, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p3_0, 0, 2, 150000000, 0, 152686496, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 152686566, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 152686670, NO TRIGGER, 0
Reaction starts, ns_federate__p3_1, 0, 1, 150000000, 0, 152686786, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 2, -1, 150000000, 0, 152686857, NO TRIGGER, 0
Reaction ends, ns_federate__p3_1, 0, 1, 150000000, 0, 152689641, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 152689722, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 152689788, NO TRIGGER, 0
Reaction starts, ns_federate__p3_1, 0, 2, 150000000, 0, 152689856, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p3_1, 0, 2, 150000000, 0, 152689913, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 152689982, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 152690064, NO TRIGGER, 0
Reaction starts, ns_federate__p3_2, 0, 1, 150000000, 0, 152690156, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 2, -1, 150000000, 0, 152690310, NO TRIGGER, 0
Reaction ends, ns_federate__p3_2, 0, 1, 150000000, 0, 152692809, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 152692888, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 0, 152692952, NO TRIGGER, 0
Reaction starts, ns_federate__p3_2, 0, 2, 150000000, 0, 152693020, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p3_2, 0, 2, 150000000, 0, 152693090, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 0, 152693165, NO TRIGGER, 0
Sending LTC, NO REACTOR, 2, -1, 150000000, 0, 152693448, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 150000000, 0, 152694841, NO TRIGGER, 0
Sending NET, NO REACTOR, 2, -1, 200000000, 0, 152695476, NO TRIGGER, 0
Sending NET, NO REACTOR, 2, -1, 150000000, 1, 156431628, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 150000000, 1, 156446893, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 1, 156447363, NO TRIGGER, 0
Reaction starts, ns_federate__plant_1, 0, 2, 150000000, 1, 156447633, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 150000000, 1, 156447891, NO TRIGGER, 0
Reaction ends, ns_federate__plant_1, 0, 2, 150000000, 1, 156449883, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 1, 156450038, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 1, 157034985, NO TRIGGER, 0
Reaction starts, ns_federate__p3, 0, 2, 150000000, 1, 157035576, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 150000000, 1, 157035930, NO TRIGGER, 0
Reaction ends, ns_federate__p3, 0, 2, 150000000, 1, 157070908, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 1, 157071451, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 1, 157071683, NO TRIGGER, 0
Reaction starts, ns_federate__p3_0, 0, 2, 150000000, 1, 157071869, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 150000000, 1, 157072079, NO TRIGGER, 0
Reaction ends, ns_federate__p3_0, 0, 2, 150000000, 1, 157079652, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 1, 157079804, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 1, 157079943, NO TRIGGER, 0
Reaction starts, ns_federate__p3_1, 0, 2, 150000000, 1, 157080124, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 150000000, 1, 157080256, NO TRIGGER, 0
Reaction ends, ns_federate__p3_1, 0, 2, 150000000, 1, 157084474, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 1, 157084625, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 150000000, 1, 157084761, NO TRIGGER, 0
Reaction starts, ns_federate__p3_2, 0, 2, 150000000, 1, 157084955, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 150000000, 1, 157085072, NO TRIGGER, 0
Reaction ends, ns_federate__p3_2, 0, 2, 150000000, 1, 157095966, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 150000000, 1, 157096182, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 150000000, 1, 157096489, NO TRIGGER, 0
Sending NET, NO REACTOR, 2, -1, 200000000, 0, 157096990, NO TRIGGER, 0
Sending NET, NO REACTOR, 2, -1, 160000000, 0, 160381435, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 160000000, 0, 160396274, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 160000000, 0, 160396749, NO TRIGGER, 0
Reaction starts, ns_federate__plant_1, 0, 2, 160000000, 0, 160396959, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 160000000, 0, 160397137, NO TRIGGER, 0
Reaction ends, ns_federate__plant_1, 0, 2, 160000000, 0, 160399167, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 160000000, 0, 160399315, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 160000000, 0, 161293400, NO TRIGGER, 0
Reaction starts, ns_federate__p3, 0, 2, 160000000, 0, 161293772, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 160000000, 0, 161294014, NO TRIGGER, 0
Reaction ends, ns_federate__p3, 0, 2, 160000000, 0, 161307002, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 160000000, 0, 161307206, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 160000000, 0, 161307412, NO TRIGGER, 0
Reaction starts, ns_federate__p3_0, 0, 2, 160000000, 0, 161307558, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 2, -1, 160000000, 0, 161307650, NO TRIGGER, 0
Reaction ends, ns_federate__p3_0, 0, 2, 160000000, 0, 161309431, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 160000000, 0, 161309506, NO TRIGGER, 0
