Start time:, 1754072193349933818
End time:, 1754072198363578025
Total time:, 5013644207

Total Event Occurrences
Reaction starts, 24370
Reaction ends, 24370
Schedule called, 801
Worker wait starts, 24378
Worker wait ends, 24378
Scheduler advancing time starts, 401
Scheduler advancing time ends, 401
Sending TIMESTAMP, 1
Sending NET, 403
Sending LTC, 201
Sending FED_ID, 1
Sending RESIGN, 1
Sending PORT_ABS, 8428
Sending TAGGED_MSG, 2800
Receiving ACK, 1
Receiving TIMESTAMP, 1
Receiving PTAG, 401
Receiving TAG, 19
Receiving PORT_ABS, 9327
Receiving TAGGED_MSG, 3104

Reaction Executions
Reactor, Reaction, Occurrences, Total Time, Pct Total Time, Avg Time, Max Time, Min Time
p3.delay, 1, 100, 387983, 0.007739, 3879, 17553, 1658
p3.delay_0, 0, 100, 35722, 0.000712, 357, 1269, 129
p3.delay_0, 1, 100, 282337, 0.005631, 2823, 6575, 459
p3.delay_1, 0, 100, 56040, 0.001118, 560, 1372, 287
p3.delay_1, 1, 100, 315304, 0.006289, 3153, 45414, 314
ns_federate__p1_12, 0, 1, 176, 0.000004, 176, 176, 176
ns_federate__p1_12, 1, 100, 8343938, 0.166425, 83439, 927452, 2418
ns_federate__p1_12, 2, 401, 14487352, 0.288959, 36128, 575157, 49
ns_federate__p2_12, 0, 1, 295, 0.000006, 295, 295, 295
ns_federate__p2_12, 1, 100, 4663887, 0.093024, 46638, 280192, 6186
ns_federate__p2_12, 2, 401, 22724737, 0.453258, 56670, 550184, 49
ns_federate__p4_21, 0, 1, 305, 0.000006, 305, 305, 305
ns_federate__p4_21, 1, 100, 8864731, 0.176812, 88647, 785670, 2494
ns_federate__p4_21, 2, 401, 11572410, 0.230818, 28858, 418097, 62
ns_federate__p2_13, 0, 1, 194, 0.000004, 194, 194, 194
ns_federate__p2_13, 1, 100, 9327122, 0.186035, 93271, 797370, 2564
ns_federate__p2_13, 2, 401, 17123314, 0.341534, 42701, 758298, 49
ns_federate__p4_22, 0, 1, 121, 0.000002, 121, 121, 121
ns_federate__p4_22, 1, 100, 12021615, 0.239778, 120216, 548668, 2426
ns_federate__p4_22, 2, 401, 22342137, 0.445627, 55716, 1946701, 49
ns_federate__p1_13, 0, 1, 245, 0.000005, 245, 245, 245
ns_federate__p1_13, 1, 100, 12108346, 0.241508, 121083, 596375, 2492
ns_federate__p1_13, 2, 401, 26892659, 0.536389, 67063, 600344, 52
ns_federate__p4_23, 0, 1, 456, 0.000009, 456, 456, 456
ns_federate__p4_23, 1, 100, 5972542, 0.119126, 59725, 437075, 6933
ns_federate__p4_23, 2, 401, 12395781, 0.247241, 30912, 258109, 55
ns_federate__p1_14, 0, 1, 189, 0.000004, 189, 189, 189
ns_federate__p1_14, 1, 100, 19110819, 0.381176, 191108, 1013558, 2447
ns_federate__p1_14, 2, 401, 30495753, 0.608255, 76049, 3269381, 51
ns_federate__p2_14, 0, 1, 212, 0.000004, 212, 212, 212
ns_federate__p2_14, 1, 100, 5894811, 0.117575, 58948, 814535, 2758
ns_federate__p2_14, 2, 401, 25316698, 0.504956, 63133, 687852, 60
ns_federate__p1_15, 0, 1, 294, 0.000006, 294, 294, 294
ns_federate__p1_15, 1, 100, 9203452, 0.183568, 92034, 638553, 2193
ns_federate__p1_15, 2, 401, 1754072197323571480, 34985972775.542259, 4374244881106163, 1754072197311143404, 46
ns_federate__p2_15, 0, 1, 617, 0.000012, 617, 617, 617
ns_federate__p2_15, 1, 100, 5947601, 0.118628, 59476, 459498, 5006
ns_federate__p2_15, 2, 401, 18586468, 0.370718, 46350, 1645217, 50
ns_federate__p4_24, 0, 1, 782, 0.000016, 782, 782, 782
ns_federate__p4_24, 1, 100, 17781197, 0.354656, 177811, 7107610, 2356
ns_federate__p4_24, 2, 401, 9490948, 0.189302, 23668, 166632, 54
ns_federate__p2_16, 0, 1, 100, 0.000002, 100, 100, 100
ns_federate__p2_16, 1, 100, 13830665, 0.275861, 138306, 1265802, 2305
ns_federate__p2_16, 2, 401, 23306374, 0.464859, 58120, 993769, 58
ns_federate__p4_25, 0, 1, 103, 0.000002, 103, 103, 103
ns_federate__p4_25, 1, 100, 13517307, 0.269610, 135173, 1241920, 2595
ns_federate__p4_25, 2, 401, 17748736, 0.354009, 44261, 643207, 50
ns_federate__p1_16, 0, 1, 235, 0.000005, 235, 235, 235
ns_federate__p1_16, 1, 100, 12994116, 0.259175, 129941, 1184430, 2988
ns_federate__p1_16, 2, 401, 36895528, 0.735902, 92008, 835561, 59
ns_federate__p4_26, 0, 1, 524, 0.000010, 524, 524, 524
ns_federate__p4_26, 1, 100, 12960233, 0.258499, 129602, 1026884, 2455
ns_federate__p4_26, 2, 401, 12363859, 0.246604, 30832, 342045, 84
ns_federate__p1_17, 0, 1, 98, 0.000002, 98, 98, 98
ns_federate__p1_17, 1, 100, 14677707, 0.292755, 146777, 646917, 2446
ns_federate__p1_17, 2, 401, 1754072197479709952, 34985972778.656532, 4374244881495536, 1754072197459554200, 49
ns_federate__p2_17, 0, 1, 187, 0.000004, 187, 187, 187
ns_federate__p2_17, 1, 100, 5081759, 0.101359, 50817, 435650, 4610
ns_federate__p2_17, 2, 401, 23602513, 0.470766, 58859, 2520448, 67
ns_federate__p1_18, 0, 1, 255, 0.000005, 255, 255, 255
ns_federate__p1_18, 1, 100, 10441953, 0.208271, 104419, 629594, 2477
ns_federate__p1_18, 2, 401, 15797555, 0.315091, 39395, 457537, 56
ns_federate__p2_18, 0, 1, 196, 0.000004, 196, 196, 196
ns_federate__p2_18, 1, 100, 7260314, 0.144811, 72603, 468466, 7681
ns_federate__p2_18, 2, 401, 21980805, 0.438420, 54814, 421728, 49
ns_federate__p4_27, 0, 1, 638, 0.000013, 638, 638, 638
ns_federate__p4_27, 1, 100, 12395288, 0.247231, 123952, 565618, 2896
ns_federate__p4_27, 2, 401, 12039579, 0.240136, 30023, 248961, 64
ns_federate__p2_19, 0, 1, 186, 0.000004, 186, 186, 186
ns_federate__p2_19, 1, 100, 12705550, 0.253419, 127055, 755273, 2200
ns_federate__p2_19, 2, 401, 17920785, 0.357440, 44690, 414037, 63
ns_federate__p4_28, 0, 1, 173, 0.000003, 173, 173, 173
ns_federate__p4_28, 1, 100, 13022734, 0.259746, 130227, 883981, 2252
ns_federate__p4_28, 2, 401, 17957180, 0.358166, 44780, 514446, 52
ns_federate__p1_19, 0, 1, 160, 0.000003, 160, 160, 160
ns_federate__p1_19, 1, 100, 11774652, 0.234852, 117746, 659900, 2408
ns_federate__p1_19, 2, 401, 3508144389209036475, 69971945442.618378, 8748489748650963, 1754072195014741366, 52
ns_federate__p4_29, 0, 1, 567, 0.000011, 567, 567, 567
ns_federate__p4_29, 1, 100, 10428560, 0.208004, 104285, 586065, 2563
ns_federate__p4_29, 2, 401, 11667345, 0.232712, 29095, 208717, 59
ns_federate__p1_20, 0, 1, 174, 0.000003, 174, 174, 174
ns_federate__p1_20, 1, 100, 8927579, 0.178066, 89275, 653649, 2425
ns_federate__p1_20, 2, 401, 18410209, 0.367202, 45910, 392959, 50
ns_federate__p2_20, 0, 1, 559, 0.000011, 559, 559, 559
ns_federate__p2_20, 1, 100, 4556536, 0.090883, 45565, 283663, 4589
ns_federate__p2_20, 2, 401, 11039684, 0.220193, 27530, 188747, 86
ns_federate__plant_5, 0, 1, 423, 0.000008, 423, 423, 423
ns_federate__plant_5, 1, 100, 2204524, 0.043970, 22045, 409581, 3567
ns_federate__plant_5, 2, 401, 3232043, 0.064465, 8059, 178791, 49
nr_federate__p3, 0, 101, 233415, 0.004656, 2311, 15958, 666
nr_federate__p3_0, 0, 101, 104710, 0.002089, 1036, 27229, 223
nr_federate__p3_1, 0, 101, 73384, 0.001464, 726, 6432, 105
nr_federate__p3_2, 0, 101, 68569, 0.001368, 678, 4293, 104
nr_federate__p3_3, 0, 100, 189248, 0.003775, 1892, 11174, 432
nr_federate__p3_4, 0, 100, 181421, 0.003619, 1814, 30272, 134
nr_federate__p3_5, 0, 100, 339624, 0.006774, 3396, 173814, 236
nr_federate__p3_6, 0, 100, 311156, 0.006206, 3111, 93525, 201
nr_federate__p3_7, 0, 100, 129291, 0.002579, 1292, 25284, 229
nr_federate__p3_8, 0, 100, 133440, 0.002662, 1334, 6963, 257
nr_federate__p3_9, 0, 100, 267054, 0.005327, 2670, 102581, 181
nr_federate__p3_10, 0, 100, 182688, 0.003644, 1826, 48500, 224
nr_federate__p3_11, 0, 100, 197939, 0.003948, 1979, 30974, 404
nr_federate__p3_12, 0, 100, 283314, 0.005651, 2833, 152194, 283
nr_federate__p3_13, 0, 100, 73476, 0.001466, 734, 7802, 176
nr_federate__p3_14, 0, 100, 53934, 0.001076, 539, 3881, 170
nr_federate__p3_15, 0, 100, 94327, 0.001881, 943, 20579, 171
nr_federate__p3_16, 0, 100, 1754072196521000788, 34985972759.534523, 17540721965210007, 1754072196520884527, 223
nr_federate__p3_17, 0, 100, 82250, 0.001641, 822, 13500, 200
nr_federate__p3_18, 0, 100, 178040, 0.003551, 1780, 98136, 244
nr_federate__p3_19, 0, 100, 65508, 0.001307, 655, 4456, 202
nr_federate__p3_20, 0, 100, 2346451, 0.046801, 23464, 2224240, 195
nr_federate__p3_21, 0, 100, 189822, 0.003786, 1898, 43010, 264
nr_federate__p3_22, 0, 100, 184385, 0.003678, 1843, 41359, 585
nr_federate__p3_23, 0, 100, 125813, 0.002509, 1258, 17860, 210
nr_federate__p3_24, 0, 100, 263699, 0.005260, 2636, 138511, 256
nr_federate__p3_25, 0, 100, 143374, 0.002860, 1433, 4917, 390
nr_federate__p3_26, 0, 100, 1754072196523517197, 34985972759.584717, 17540721965235171, 1754072196523406528, 119
nr_federate__p3_27, 0, 100, 221929, 0.004427, 2219, 96663, 255
nr_federate__p3_28, 0, 100, 178976, 0.003570, 1789, 40181, 201
nr_federate__p3_29, 0, 100, 118955, 0.002373, 1189, 6121, 209

Schedule calls
Trigger, Occurrences
p3.a.r.t, 101
p3.a.c.t, 100
p3.a.delay.act, 100
p3.a.delay_0.act, 100
p3.a.delay_1.act, 100
p3.delay.act, 100
p3.delay_0.act, 100
p3.delay_1.act, 100

Workers Waiting
Worker, Waiting On, Occurrences, Total Time, Pct Total Time, Avg Time, Max Time, Min Time
0, reaction queue, 2739, 4905452734, 97.842059, 1790964, 50546533, 50
1, reaction queue, 2698, 4917176052, 98.075887, 1822526, 39285114, 47
2, reaction queue, 2826, 4905760387, 97.848196, 1735937, 47975656, 49
3, reaction queue, 2695, 4917525160, 98.082851, 1824684, 49861402, 49
4, reaction queue, 2756, 4908767076, 97.908166, 1781120, 43073955, 47
5, reaction queue, 2801, 4912484739, 97.982317, 1753832, 45917554, 49
6, reaction queue, 2539, 4909241836, 97.917635, 1933533, 47717331, 49
7, reaction queue, 2756, 4906035368, 97.853680, 1780128, 45039112, 49
8, reaction queue, 2568, 4911222840, 97.957147, 1912469, 45651052, 49
