Start time:, 1754072193349933818
End time:, 1754072198363386361
Total time:, 5013452543

Total Event Occurrences
Reaction starts, 24370
Reaction ends, 24370
Schedule called, 801
Worker wait starts, 24379
Worker wait ends, 24379
Scheduler advancing time starts, 401
Scheduler advancing time ends, 401
Sending TIMESTAMP, 1
Sending NET, 403
Sending LTC, 201
Sending FED_ID, 1
Sending RESIGN, 1
Sending PORT_ABS, 8428
Sending TAGGED_MSG, 2800
Receiving ACK, 1
Receiving TIMESTAMP, 1
Receiving PTAG, 401
Receiving TAG, 39
Receiving PORT_ABS, 9327
Receiving TAGGED_MSG, 3104

Reaction Executions
Reactor, Reaction, Occurrences, Total Time, Pct Total Time, Avg Time, Max Time, Min Time
p2.e1.et1, 1, 100, 66467, 0.001326, 664, 32842, 87
p2.e1.et1, 2, 100, 36869, 0.000735, 368, 838, 90
p2.e1.et2, 0, 100, 33505, 0.000668, 335, 4248, 127
p2.e1.et2, 1, 100, 29361, 0.000586, 293, 722, 81
p2.e1.et2, 2, 100, 29276, 0.000584, 292, 793, 74
p2.e1.et2, 3, 100, 31916, 0.000637, 319, 703, 94
p2.e1.et2, 4, 100, 30477, 0.000608, 304, 4977, 75
p2.e1.et2, 5, 100, 31729, 0.000633, 317, 859, 81
p2.e1.etr, 0, 100, 89793, 0.001791, 897, 1858, 446
p2.e2.et0, 0, 100, 29954, 0.000597, 299, 1209, 82
p2.e2.et1, 0, 100, 28244, 0.000563, 282, 1028, 85
p2.e2.et1, 1, 100, 32413, 0.000647, 324, 953, 65
p2.e2.et1, 2, 100, 35005, 0.000698, 350, 973, 88
p2.e2.et2, 0, 100, 27353, 0.000546, 273, 564, 127
p2.e2.et2, 1, 100, 25282, 0.000504, 252, 585, 54
p2.e2.et2, 2, 100, 1445733, 0.028837, 14457, 1421405, 85
p2.e2.et2, 3, 100, 54206, 0.001081, 542, 23774, 135
p2.e2.et2, 4, 100, 1490166, 0.029723, 14901, 1468506, 54
p2.e2.et2, 5, 100, 29750, 0.000593, 297, 716, 51
p2.e2.etr, 0, 100, 82834, 0.001652, 828, 4567, 356
p2.e3.et0, 0, 100, 29628, 0.000591, 296, 819, 110
p2.e3.et1, 0, 100, 26200, 0.000523, 262, 938, 85
p2.e3.et1, 1, 100, 32552, 0.000649, 325, 3227, 67
p2.e3.et1, 2, 100, 33358, 0.000665, 333, 782, 84
p2.e3.et2, 0, 100, 26042, 0.000519, 260, 663, 121
p2.e3.et2, 1, 100, 23447, 0.000468, 234, 646, 90
p2.e3.et2, 2, 100, 24009, 0.000479, 240, 633, 83
p2.e3.et2, 3, 100, 32600, 0.000650, 326, 6381, 53
p2.e3.et2, 4, 100, 1754072197223362473, 34987310285.253914, 17540721972233624, 1754072197223339947, 47
p2.e3.et2, 5, 100, 37732, 0.000753, 377, 8625, 41
p2.e3.etr, 0, 100, 75234, 0.001501, 752, 2284, 274
p2.delay, 0, 100, 33843, 0.000675, 338, 2341, 114
p2.delay, 1, 100, 377853, 0.007537, 3778, 9087, 1669
p2.delay_0, 0, 100, 1754072195324784445, 34987310247.384232, 17540721953247844, 1754072195324750780, 119
p2.delay_0, 1, 100, 354657, 0.007074, 3546, 26364, 443
p2.delay_1, 0, 100, 60315, 0.001203, 603, 1340, 303
p2.delay_1, 1, 100, 298274, 0.005949, 2982, 32466, 308
ns_federate__p1_3, 0, 1, 252, 0.000005, 252, 252, 252
ns_federate__p1_3, 1, 100, 7026381, 0.140151, 70263, 503436, 2574
ns_federate__p1_3, 2, 401, 10251726, 0.204484, 25565, 626590, 49
ns_federate__p3_12, 0, 1, 551, 0.000011, 551, 551, 551
ns_federate__p3_12, 1, 100, 3810581, 0.076007, 38105, 194706, 5688
ns_federate__p3_12, 2, 401, 18140137, 0.361829, 45237, 560021, 49
ns_federate__p4_12, 0, 1, 582, 0.000012, 582, 582, 582
ns_federate__p4_12, 1, 100, 7742551, 0.154436, 77425, 392583, 2429
ns_federate__p4_12, 2, 401, 9524195, 0.189973, 23751, 140769, 66
ns_federate__p3_13, 0, 1, 239, 0.000005, 239, 239, 239
ns_federate__p3_13, 1, 100, 21713606, 0.433107, 217136, 2069515, 2190
ns_federate__p3_13, 2, 401, 21780998, 0.434451, 54316, 803471, 50
ns_federate__p4_13, 0, 1, 253, 0.000005, 253, 253, 253
ns_federate__p4_13, 1, 100, 13542623, 0.270126, 135426, 794539, 2328
ns_federate__p4_13, 2, 401, 20378586, 0.406478, 50819, 658289, 58
ns_federate__p1_4, 0, 1, 509, 0.000010, 509, 509, 509
ns_federate__p1_4, 1, 100, 15762735, 0.314409, 157627, 660759, 2336
ns_federate__p1_4, 2, 401, 16074659, 0.320631, 40086, 510562, 49
ns_federate__p4_14, 0, 1, 364, 0.000007, 364, 364, 364
ns_federate__p4_14, 1, 100, 5970989, 0.119099, 59709, 520939, 5110
ns_federate__p4_14, 2, 401, 17032294, 0.339732, 42474, 838680, 70
ns_federate__p1_5, 0, 1, 208, 0.000004, 208, 208, 208
ns_federate__p1_5, 1, 100, 16096047, 0.321057, 160960, 867580, 2628
ns_federate__p1_5, 2, 401, 19233693, 0.383642, 47964, 653059, 60
ns_federate__p3_14, 0, 1, 471, 0.000009, 471, 471, 471
ns_federate__p3_14, 1, 100, 11174022, 0.222881, 111740, 889097, 2879
ns_federate__p3_14, 2, 401, 18358358, 0.366182, 45781, 690112, 76
ns_federate__p1_6, 0, 1, 284, 0.000006, 284, 284, 284
ns_federate__p1_6, 1, 100, 7999710, 0.159565, 79997, 655196, 2367
ns_federate__p1_6, 2, 401, 1754072196025504770, 34987310261.361038, 4374244877869089, 1754072196011995488, 50
ns_federate__p3_15, 0, 1, 204, 0.000004, 204, 204, 204
ns_federate__p3_15, 1, 100, 4454288, 0.088847, 44542, 306742, 5645
ns_federate__p3_15, 2, 401, 13501547, 0.269306, 33669, 705489, 49
ns_federate__p4_15, 0, 1, 340, 0.000007, 340, 340, 340
ns_federate__p4_15, 1, 100, 9374247, 0.186982, 93742, 443192, 2405
ns_federate__p4_15, 2, 401, 19771079, 0.394361, 49304, 489443, 51
ns_federate__p3_16, 0, 1, 256, 0.000005, 256, 256, 256
ns_federate__p3_16, 1, 100, 15721196, 0.313580, 157211, 922630, 2091
ns_federate__p3_16, 2, 401, 21945129, 0.437725, 54726, 623953, 54
ns_federate__p4_16, 0, 1, 375, 0.000007, 375, 375, 375
ns_federate__p4_16, 1, 100, 15321438, 0.305607, 153214, 970982, 2199
ns_federate__p4_16, 2, 401, 21028629, 0.419444, 52440, 733477, 75
ns_federate__p1_7, 0, 1, 636, 0.000013, 636, 636, 636
ns_federate__p1_7, 1, 100, 13320687, 0.265699, 133206, 964947, 2692
ns_federate__p1_7, 2, 401, 30154379, 0.601469, 75197, 838814, 60
ns_federate__p4_17, 0, 1, 631, 0.000013, 631, 631, 631
ns_federate__p4_17, 1, 100, 1754072198085080412, 34987310302.442017, 17540721980850804, 1754072198075726634, 3116
ns_federate__p4_17, 2, 401, 11503366, 0.229450, 28686, 369608, 79
ns_federate__p1_8, 0, 1, 396, 0.000008, 396, 396, 396
ns_federate__p1_8, 1, 100, 14590357, 0.291024, 145903, 914747, 2453
ns_federate__p1_8, 2, 401, 1754072197087747958, 34987310282.548889, 4374244880518074, 1754072197066913121, 55
ns_federate__p3_17, 0, 1, 651, 0.000013, 651, 651, 651
ns_federate__p3_17, 1, 100, 1754072196788699936, 34987310276.583977, 17540721967886999, 1754072196778603005, 2208
ns_federate__p3_17, 2, 401, 19361194, 0.386185, 48282, 549138, 77
ns_federate__p1_9, 0, 1, 432, 0.000009, 432, 432, 432
ns_federate__p1_9, 1, 100, 16814834, 0.335394, 168148, 3033039, 2293
ns_federate__p1_9, 2, 401, 1754072195009557594, 34987310241.096611, 4374244875335555, 1754072194992836379, 49
ns_federate__p3_18, 0, 1, 526, 0.000010, 526, 526, 526
ns_federate__p3_18, 1, 100, 14214315, 0.283523, 142143, 711431, 2271
ns_federate__p3_18, 2, 401, 25951215, 0.517632, 64716, 557686, 54
ns_federate__p4_18, 0, 1, 839, 0.000017, 839, 839, 839
ns_federate__p4_18, 1, 100, 15303554, 0.305250, 153035, 901652, 2144
ns_federate__p4_18, 2, 401, 1754072197920675932, 34987310299.162750, 4374244882595201, 1754072197909747804, 72
ns_federate__p3_19, 0, 1, 120, 0.000002, 120, 120, 120
ns_federate__p3_19, 1, 100, 6941511, 0.138458, 69415, 557302, 2346
ns_federate__p3_19, 2, 401, 13487775, 0.269032, 33635, 481624, 52
ns_federate__p4_19, 0, 1, 173, 0.000003, 173, 173, 173
ns_federate__p4_19, 1, 100, 8208214, 0.163724, 82082, 630719, 2255
ns_federate__p4_19, 2, 401, 15933916, 0.317823, 39735, 629462, 55
ns_federate__p1_10, 0, 1, 375, 0.000007, 375, 375, 375
ns_federate__p1_10, 1, 100, 15724919, 0.313654, 157249, 1057964, 2324
ns_federate__p1_10, 2, 401, 31430372, 0.626921, 78379, 821201, 55
ns_federate__p4_20, 0, 1, 614, 0.000012, 614, 614, 614
ns_federate__p4_20, 1, 100, 9889373, 0.197257, 98893, 613548, 3336
ns_federate__p4_20, 2, 401, 12152981, 0.242407, 30306, 219842, 77
ns_federate__p1_11, 0, 1, 369, 0.000007, 369, 369, 369
ns_federate__p1_11, 1, 100, 1754072195292249662, 34987310246.735283, 17540721952922496, 1754072195282501064, 2417
ns_federate__p1_11, 2, 401, 27775564, 0.554021, 69265, 554311, 49
ns_federate__p3_20, 0, 1, 408, 0.000008, 408, 408, 408
ns_federate__p3_20, 1, 100, 5276189, 0.105241, 52761, 315007, 4614
ns_federate__p3_20, 2, 401, 11688879, 0.233150, 29149, 198515, 60
ns_federate__plant_4, 0, 1, 380, 0.000008, 380, 380, 380
ns_federate__plant_4, 1, 100, 7674703, 0.153082, 76747, 708419, 2266
ns_federate__plant_4, 2, 401, 9936802, 0.198203, 24780, 428145, 57
nr_federate__p2, 0, 101, 347900, 0.006939, 3444, 89373, 689
nr_federate__p2_0, 0, 101, 98469, 0.001964, 974, 27399, 202
nr_federate__p2_1, 0, 101, 1934034, 0.038577, 19148, 1869005, 129
nr_federate__p2_2, 0, 101, 54123, 0.001080, 535, 4807, 153
nr_federate__p2_3, 0, 100, 197650, 0.003942, 1976, 16386, 451
nr_federate__p2_4, 0, 100, 207394, 0.004137, 2073, 99763, 278
nr_federate__p2_5, 0, 100, 384697, 0.007673, 3846, 239121, 203
nr_federate__p2_6, 0, 100, 164140, 0.003274, 1641, 28103, 332
nr_federate__p2_7, 0, 100, 281632, 0.005618, 2816, 139638, 175
nr_federate__p2_8, 0, 100, 110700, 0.002208, 1107, 15876, 172
nr_federate__p2_9, 0, 100, 275174, 0.005489, 2751, 72419, 258
nr_federate__p2_10, 0, 100, 104045, 0.002075, 1040, 9921, 155
nr_federate__p2_11, 0, 100, 136497, 0.002723, 1364, 6241, 236
nr_federate__p2_12, 0, 100, 187669, 0.003743, 1876, 26332, 225
nr_federate__p2_13, 0, 100, 119919, 0.002392, 1199, 10422, 168
nr_federate__p2_14, 0, 100, 1754072194278385249, 34987310226.512405, 17540721942783852, 1754072194278041367, 101
nr_federate__p2_15, 0, 100, 208592, 0.004161, 2085, 90572, 225
nr_federate__p2_16, 0, 100, 131765, 0.002628, 1317, 25164, 246
nr_federate__p2_17, 0, 100, 115516, 0.002304, 1155, 17343, 216
nr_federate__p2_18, 0, 100, 733265, 0.014626, 7332, 517070, 236
nr_federate__p2_19, 0, 100, 270197, 0.005389, 2701, 76650, 243
nr_federate__p2_20, 0, 100, 107817, 0.002151, 1078, 3074, 199
nr_federate__p2_21, 0, 100, 236261, 0.004713, 2362, 62546, 192
nr_federate__p2_22, 0, 100, 153867, 0.003069, 1538, 24108, 173
nr_federate__p2_23, 0, 100, 116838, 0.002330, 1168, 25398, 187
nr_federate__p2_24, 0, 100, 465336, 0.009282, 4653, 346358, 247
nr_federate__p2_25, 0, 100, 116925, 0.002332, 1169, 17617, 223
nr_federate__p2_26, 0, 100, 137980, 0.002752, 1379, 41076, 208
nr_federate__p2_27, 0, 100, 114399, 0.002282, 1143, 14299, 234
nr_federate__p2_28, 0, 100, 161593, 0.003223, 1615, 21032, 117
nr_federate__p2_29, 0, 100, 126266, 0.002519, 1262, 3226, 258

Schedule calls
Trigger, Occurrences
p2.a.r.t, 101
p2.a.c.t, 100
p2.a.delay.act, 100
p2.a.delay_0.act, 100
p2.a.delay_1.act, 100
p2.delay.act, 100
p2.delay_0.act, 100
p2.delay_1.act, 100

Workers Waiting
Worker, Waiting On, Occurrences, Total Time, Pct Total Time, Avg Time, Max Time, Min Time
0, reaction queue, 2340, 4928722593, 98.309948, 2106291, 40800557, 47
1, reaction queue, 2407, 4917130650, 98.078731, 2042846, 46471480, 49
2, reaction queue, 2416, 4923850937, 98.212776, 2038017, 44899622, 49
3, reaction queue, 2455, 4911038406, 97.957213, 2000422, 50557380, 49
4, reaction queue, 2389, 4913823130, 98.012758, 2056853, 51276624, 49
5, reaction queue, 2593, 4923310241, 98.201992, 1898692, 44090243, 50
6, reaction queue, 2483, 4921784609, 98.171561, 1982192, 41276423, 47
7, reaction queue, 2222, 4920738598, 98.150697, 2214553, 42991536, 47
8, reaction queue, 2624, 4912127368, 97.978934, 1871999, 44813178, 49
9, reaction queue, 2450, 4927264856, 98.280872, 2011128, 49350961, 49
