Start time:, 1754072193349933818
End time:, 1754072198363728180
Total time:, 5013794362

Total Event Occurrences
Reaction starts, 24370
Reaction ends, 24370
Schedule called, 801
Worker wait starts, 24378
Worker wait ends, 24378
Scheduler advancing time starts, 401
Scheduler advancing time ends, 401
Sending TIMESTAMP, 1
Sending NET, 403
Sending LTC, 201
Sending FED_ID, 1
Sending RESIGN, 1
Sending PORT_ABS, 8428
Sending TAGGED_MSG, 2800
Receiving ACK, 1
Receiving TIMESTAMP, 1
Receiving PTAG, 401
Receiving TAG, 8
Receiving PORT_ABS, 9327
Receiving TAGGED_MSG, 3104

Reaction Executions
Reactor, Reaction, Occurrences, Total Time, Pct Total Time, Avg Time, Max Time, Min Time
p4.us, 1, 100, 27945, 0.000557, 279, 824, 57
p4.us, 2, 100, 17358, 0.000346, 173, 563, 61
p4.e1.et0, 0, 100, 2501397, 0.049890, 25013, 2476004, 90
p4.e1.et1, 0, 100, 32853, 0.000655, 328, 723, 180
p4.e1.et1, 1, 100, 33672, 0.000672, 336, 1101, 77
p4.e1.et1, 2, 100, 37518, 0.000748, 375, 1146, 97
p4.e1.et2, 0, 100, 26659, 0.000532, 266, 1279, 135
p4.e1.et2, 1, 100, 26726, 0.000533, 267, 780, 92
p4.e1.et2, 2, 100, 25358, 0.000506, 253, 579, 55
p4.e1.et2, 3, 100, 36017, 0.000718, 360, 730, 95
p4.e1.et2, 4, 100, 1754072197479228218, 34984925005.570625, 17540721974792282, 1754072197479202246, 66
p4.e1.et2, 5, 100, 32545, 0.000649, 325, 3121, 78
p4.e1.etr, 0, 100, 108889, 0.002172, 1088, 9703, 399
p4.e2.et0, 0, 100, 23506, 0.000469, 235, 753, 42
p4.e2.et1, 0, 100, 22105, 0.000441, 221, 765, 69
p4.e2.et1, 1, 100, 35550, 0.000709, 355, 2485, 103
p4.e2.et1, 2, 100, 37257, 0.000743, 372, 1040, 115
p4.e2.et2, 0, 100, 24764, 0.000494, 247, 592, 123
p4.e2.et2, 1, 100, 27296, 0.000544, 272, 3730, 104
p4.e2.et2, 2, 100, 72692, 0.001450, 726, 45137, 78
p4.e2.et2, 3, 100, 38687, 0.000772, 386, 796, 52
p4.e2.et2, 4, 100, 24651, 0.000492, 246, 628, 59
p4.e2.et2, 5, 100, 37784, 0.000754, 377, 968, 106
p4.e2.etr, 0, 100, 102147, 0.002037, 1021, 3157, 415
p4.e3.et0, 0, 100, 28775, 0.000574, 287, 4032, 42
p4.e3.et1, 0, 100, 38485, 0.000768, 384, 6012, 96
p4.e3.et1, 1, 100, 32323, 0.000645, 323, 962, 99
p4.e3.et1, 2, 100, 33350, 0.000665, 333, 712, 130
p4.e3.et2, 0, 100, 24656, 0.000492, 246, 573, 94
p4.e3.et2, 1, 100, 21652, 0.000432, 216, 763, 75
p4.e3.et2, 2, 100, 23851, 0.000476, 238, 660, 52
p4.e3.et2, 3, 100, 28387, 0.000566, 283, 2493, 86
p4.e3.et2, 4, 100, 22261, 0.000444, 222, 597, 88
p4.e3.et2, 5, 100, 23872, 0.000476, 238, 500, 80
p4.e3.etr, 0, 100, 86317, 0.001722, 863, 2050, 297
p4.delay, 0, 100, 37135, 0.000741, 371, 1342, 117
p4.delay, 1, 100, 1754072195920582090, 34984924974.483467, 17540721959205820, 1754072195920120914, 1841
p4.delay_0, 0, 100, 48423, 0.000966, 484, 7763, 142
p4.delay_0, 1, 100, 351434, 0.007009, 3514, 7442, 1315
p4.delay_1, 0, 100, 61103, 0.001219, 611, 1263, 137
p4.delay_1, 1, 100, 373440, 0.007448, 3734, 23025, 1005
ns_federate__p1_21, 0, 1, 318, 0.000006, 318, 318, 318
ns_federate__p1_21, 1, 100, 9120156, 0.181901, 91201, 888802, 2231
ns_federate__p1_21, 2, 401, 16505784, 0.329207, 41161, 605687, 46
ns_federate__p2_21, 0, 1, 611, 0.000012, 611, 611, 611
ns_federate__p2_21, 1, 100, 6034257, 0.120353, 60342, 390209, 2892
ns_federate__p2_21, 2, 401, 1754072195895671528, 34984924973.986626, 4374244877545315, 1754072195871141595, 49
ns_federate__p3_21, 0, 1, 573, 0.000011, 573, 573, 573
ns_federate__p3_21, 1, 100, 11200351, 0.223391, 112003, 698381, 2268
ns_federate__p3_21, 2, 401, 1754072196744151490, 34984924990.909546, 4374244879661225, 1754072196730693401, 52
ns_federate__p2_22, 0, 1, 453, 0.000009, 453, 453, 453
ns_federate__p2_22, 1, 100, 9504208, 0.189561, 95042, 538875, 2254
ns_federate__p2_22, 2, 401, 1754072198286519363, 34984925021.672020, 4374244883507529, 1754072198273287790, 51
ns_federate__p3_22, 0, 1, 203, 0.000004, 203, 203, 203
ns_federate__p3_22, 1, 100, 9767210, 0.194807, 97672, 577025, 2642
ns_federate__p3_22, 2, 401, 17265579, 0.344362, 43056, 1332487, 54
ns_federate__p1_22, 0, 1, 369, 0.000007, 369, 369, 369
ns_federate__p1_22, 1, 100, 13151682, 0.262310, 131516, 754960, 2643
ns_federate__p1_22, 2, 401, 1754072197497265771, 34984925005.930382, 4374244881539316, 1754072197466592515, 52
ns_federate__p3_23, 0, 1, 558, 0.000011, 558, 558, 558
ns_federate__p3_23, 1, 100, 5344564, 0.106597, 53445, 317788, 11926
ns_federate__p3_23, 2, 401, 13318178, 0.265631, 33212, 347573, 68
ns_federate__p1_23, 0, 1, 151, 0.000003, 151, 151, 151
ns_federate__p1_23, 1, 100, 10971938, 0.218835, 109719, 540894, 2347
ns_federate__p1_23, 2, 401, 3508144392340569247, 69969849958.927551, 8748489756460272, 1754072196564150233, 49
ns_federate__p2_23, 0, 1, 81, 0.000002, 81, 81, 81
ns_federate__p2_23, 1, 100, 7356302, 0.146721, 73563, 517726, 4199
ns_federate__p2_23, 2, 401, 13660952, 0.272467, 34067, 527463, 73
ns_federate__p1_24, 0, 1, 291, 0.000006, 291, 291, 291
ns_federate__p1_24, 1, 100, 12640310, 0.252111, 126403, 838738, 2270
ns_federate__p1_24, 2, 401, 18808458, 0.375134, 46903, 622081, 50
ns_federate__p2_24, 0, 1, 471, 0.000009, 471, 471, 471
ns_federate__p2_24, 1, 100, 6586137, 0.131360, 65861, 500189, 5535
ns_federate__p2_24, 2, 401, 3508144388573607378, 69969849883.795593, 8748489747066352, 1754072194285081822, 52
ns_federate__p3_24, 0, 1, 450, 0.000009, 450, 450, 450
ns_federate__p3_24, 1, 100, 11327986, 0.225936, 113279, 544328, 2314
ns_federate__p3_24, 2, 401, 12290027, 0.245124, 30648, 322576, 70
ns_federate__p2_25, 0, 1, 114, 0.000002, 114, 114, 114
ns_federate__p2_25, 1, 100, 8901114, 0.177532, 89011, 986876, 2220
ns_federate__p2_25, 2, 401, 11963375, 0.238609, 29833, 528136, 50
ns_federate__p3_25, 0, 1, 177, 0.000004, 177, 177, 177
ns_federate__p3_25, 1, 100, 9337345, 0.186233, 93373, 951115, 2236
ns_federate__p3_25, 2, 401, 10589629, 0.211210, 26408, 1274662, 53
ns_federate__p1_25, 0, 1, 152, 0.000003, 152, 152, 152
ns_federate__p1_25, 1, 100, 11627798, 0.231916, 116277, 899737, 2157
ns_federate__p1_25, 2, 401, 20818672, 0.415228, 51916, 607149, 51
ns_federate__p3_26, 0, 1, 507, 0.000010, 507, 507, 507
ns_federate__p3_26, 1, 100, 6867071, 0.136964, 68670, 643587, 2348
ns_federate__p3_26, 2, 401, 1754072196116340525, 34984924978.387863, 4374244878095612, 1754072196108370443, 91
ns_federate__p1_26, 0, 1, 84, 0.000002, 84, 84, 84
ns_federate__p1_26, 1, 100, 10015732, 0.199764, 100157, 529008, 2946
ns_federate__p1_26, 2, 401, 10805304, 0.215512, 26945, 461643, 49
ns_federate__p2_26, 0, 1, 169, 0.000003, 169, 169, 169
ns_federate__p2_26, 1, 100, 6991283, 0.139441, 69912, 396714, 3583
ns_federate__p2_26, 2, 401, 3508144391605375007, 69969849944.264130, 8748489754626870, 1754072197468601543, 62
ns_federate__p1_27, 0, 1, 261, 0.000005, 261, 261, 261
ns_federate__p1_27, 1, 100, 8357555, 0.166691, 83575, 452682, 3146
ns_federate__p1_27, 2, 401, 19296323, 0.384865, 48120, 1546665, 49
ns_federate__p2_27, 0, 1, 289, 0.000006, 289, 289, 289
ns_federate__p2_27, 1, 100, 6370248, 0.127054, 63702, 298674, 8174
ns_federate__p2_27, 2, 401, 25525820, 0.509112, 63655, 519667, 49
ns_federate__p3_27, 0, 1, 564, 0.000011, 564, 564, 564
ns_federate__p3_27, 1, 100, 11124151, 0.221871, 111241, 442933, 2645
ns_federate__p3_27, 2, 401, 14265861, 0.284532, 35575, 1393490, 70
ns_federate__p2_28, 0, 1, 102, 0.000002, 102, 102, 102
ns_federate__p2_28, 1, 100, 9275367, 0.184997, 92753, 704584, 2380
ns_federate__p2_28, 2, 401, 7540053, 0.150386, 18803, 277685, 53
ns_federate__p3_28, 0, 1, 122, 0.000002, 122, 122, 122
ns_federate__p3_28, 1, 100, 10004365, 0.199537, 100043, 681296, 2585
ns_federate__p3_28, 2, 401, 6528799, 0.130217, 16281, 309332, 57
ns_federate__p1_28, 0, 1, 184, 0.000004, 184, 184, 184
ns_federate__p1_28, 1, 100, 10950271, 0.218403, 109502, 645125, 3054
ns_federate__p1_28, 2, 401, 1754072196647117223, 34984924988.974197, 4374244879419244, 1754072196624594788, 54
ns_federate__p3_29, 0, 1, 561, 0.000011, 561, 561, 561
ns_federate__p3_29, 1, 100, 6529548, 0.130232, 65295, 622094, 4125
ns_federate__p3_29, 2, 401, 8916989, 0.177849, 22236, 196300, 78
ns_federate__p1_29, 0, 1, 159, 0.000003, 159, 159, 159
ns_federate__p1_29, 1, 100, 6644136, 0.132517, 66441, 405985, 2490
ns_federate__p1_29, 2, 401, 1754072197598728763, 34984925007.954056, 4374244881792341, 1754072197585115189, 50
ns_federate__p2_29, 0, 1, 447, 0.000009, 447, 447, 447
ns_federate__p2_29, 1, 100, 3802582, 0.075842, 38025, 117213, 5624
ns_federate__p2_29, 2, 401, 1754072197397344091, 34984925003.937447, 4374244881290134, 1754072197388958555, 81
ns_federate__plant_6, 0, 1, 478, 0.000010, 478, 478, 478
ns_federate__plant_6, 1, 100, 4374925, 0.087258, 43749, 331564, 5822
ns_federate__plant_6, 2, 401, 10093826, 0.201321, 25171, 278371, 48
nr_federate__p4, 0, 101, 259695, 0.005180, 2571, 36427, 685
nr_federate__p4_0, 0, 101, 222938, 0.004446, 2207, 135375, 201
nr_federate__p4_1, 0, 101, 61689, 0.001230, 610, 4161, 131
nr_federate__p4_2, 0, 101, 73119, 0.001458, 723, 5079, 135
nr_federate__p4_3, 0, 100, 172054, 0.003432, 1720, 4350, 403
nr_federate__p4_4, 0, 100, 276345, 0.005512, 2763, 116598, 205
nr_federate__p4_5, 0, 100, 239419, 0.004775, 2394, 88679, 121
nr_federate__p4_6, 0, 100, 244392, 0.004874, 2443, 51921, 359
nr_federate__p4_7, 0, 100, 264581, 0.005277, 2645, 71812, 152
nr_federate__p4_8, 0, 100, 149601, 0.002984, 1496, 42640, 188
nr_federate__p4_9, 0, 100, 229107, 0.004570, 2291, 35777, 204
nr_federate__p4_10, 0, 100, 169746, 0.003386, 1697, 43174, 119
nr_federate__p4_11, 0, 100, 236882, 0.004725, 2368, 80121, 222
nr_federate__p4_12, 0, 100, 184642, 0.003683, 1846, 36079, 242
nr_federate__p4_13, 0, 100, 1754072197783974380, 34984925011.648781, 17540721977839743, 1754072197783828934, 176
nr_federate__p4_14, 0, 100, 224592, 0.004479, 2245, 48089, 133
nr_federate__p4_15, 0, 100, 129996, 0.002593, 1299, 35773, 180
nr_federate__p4_16, 0, 100, 133487, 0.002662, 1334, 8585, 157
nr_federate__p4_17, 0, 100, 226763, 0.004523, 2267, 80268, 170
nr_federate__p4_18, 0, 100, 129764, 0.002588, 1297, 34237, 247
nr_federate__p4_19, 0, 100, 233931, 0.004666, 2339, 81573, 234
nr_federate__p4_20, 0, 100, 100509, 0.002005, 1005, 26791, 175
nr_federate__p4_21, 0, 100, 1302289, 0.025974, 13022, 1158382, 229
nr_federate__p4_22, 0, 100, 330106, 0.006584, 3301, 135458, 138
nr_federate__p4_23, 0, 100, 102790, 0.002050, 1027, 36592, 188
nr_federate__p4_24, 0, 100, 79720, 0.001590, 797, 15684, 224
nr_federate__p4_25, 0, 100, 251958, 0.005025, 2519, 46141, 293
nr_federate__p4_26, 0, 100, 52480, 0.001047, 524, 2034, 182
nr_federate__p4_27, 0, 100, 328196, 0.006546, 3281, 137089, 232
nr_federate__p4_28, 0, 100, 139260, 0.002778, 1392, 2941, 301
nr_federate__p4_29, 0, 100, 201868, 0.004026, 2018, 49773, 429

Schedule calls
Trigger, Occurrences
p4.a.r.t, 101
p4.a.c.t, 100
p4.a.delay.act, 100
p4.a.delay_0.act, 100
p4.a.delay_1.act, 100
p4.delay.act, 100
p4.delay_0.act, 100
p4.delay_1.act, 100

Workers Waiting
Worker, Waiting On, Occurrences, Total Time, Pct Total Time, Avg Time, Max Time, Min Time
0, reaction queue, 2700, 4920356524, 98.136385, 1822354, 40596034, 48
1, reaction queue, 2804, 4924898917, 98.226983, 1756383, 54745199, 49
2, reaction queue, 2740, 4926791998, 98.264740, 1798099, 42827796, 48
3, reaction queue, 2533, 4927062412, 98.270133, 1945148, 42013038, 49
4, reaction queue, 2737, 4920642427, 98.142087, 1797823, 45224151, 49
5, reaction queue, 2856, 4921880750, 98.166785, 1723347, 45077890, 48
6, reaction queue, 2642, 4933193846, 98.392425, 1867219, 48939242, 49
7, reaction queue, 2809, 4920045659, 98.130185, 1751529, 44939267, 49
8, reaction queue, 2557, 4926320279, 98.255332, 1926601, 57439176, 49
