Event, Reactor, Source, Destination, Elapsed Logical Time, Microstep, Elapsed Physical Time, Trigger, Extra Delay
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 376239, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 376676, NO TRIGGER, 0
Reaction starts, ns_federate__plant_0, 1, 1, 0, 0, 376977, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 1, -1, 0, 0, 377612, NO TRIGGER, 0
Reaction ends, ns_federate__plant_0, 1, 1, 0, 0, 391237, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 391379, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 391447, NO TRIGGER, 0
Reaction starts, ns_federate__plant_0, 1, 2, 0, 0, 391547, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__plant_0, 1, 2, 0, 0, 391600, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 391660, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1378970, NO TRIGGER, 0
Reaction starts, nr_federate__s2, 1, 0, 0, 0, 1379628, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s2, 1, 0, 0, 0, 1379998, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1380579, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1707387, NO TRIGGER, 0
Reaction starts, nr_federate__s2_0, 1, 0, 0, 0, 1708265, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s2_0, 1, 0, 0, 0, 1708754, NO TRIGGER, -9223372036854775808
Reaction starts, s2, 1, 1, 0, 0, 1709258, NO TRIGGER, -9223372036854775808
Reaction ends, s2, 1, 1, 0, 0, 1709500, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1709941, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1800686, NO TRIGGER, 0
Reaction starts, nr_federate__s2_1, 1, 0, 0, 0, 1801197, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s2_1, 1, 0, 0, 0, 1801631, NO TRIGGER, -9223372036854775808
Reaction starts, s2, 1, 2, 0, 0, 1802041, NO TRIGGER, -9223372036854775808
Reaction ends, s2, 1, 2, 0, 0, 1802204, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1802606, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1802689, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1802750, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1938371, NO TRIGGER, 0
Reaction starts, nr_federate__s2_2, 1, 0, 0, 0, 1938818, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s2_2, 1, 0, 0, 0, 1939112, NO TRIGGER, -9223372036854775808
Reaction starts, s2, 1, 3, 0, 0, 1939446, NO TRIGGER, -9223372036854775808
Reaction ends, s2, 1, 3, 0, 0, 1939603, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1939972, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1940047, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1940109, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1940300, NO TRIGGER, 0
Reaction starts, s2, 1, 4, 0, 0, 1940369, NO TRIGGER, -9223372036854775808
Reaction ends, s2, 1, 4, 0, 0, 1940443, NO TRIGGER, -9223372036854775808
Reaction starts, ns_federate__p2, 1, 0, 0, 0, 1940631, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p2, 1, 0, 0, 0, 1940874, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1940933, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1940998, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1941049, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1941122, NO TRIGGER, 0
Reaction starts, ns_federate__p2, 1, 1, 0, 0, 1941176, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 1, -1, 0, 0, 1941360, NO TRIGGER, 0
Reaction ends, ns_federate__p2, 1, 1, 0, 0, 1955519, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1955661, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1955772, NO TRIGGER, 0
Reaction starts, ns_federate__p2, 1, 2, 0, 0, 1955835, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p2, 1, 2, 0, 0, 1955891, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1955979, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1956031, NO TRIGGER, 0
Reaction starts, ns_federate__p2_0, 1, 0, 0, 0, 1956097, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p2_0, 1, 0, 0, 0, 1956239, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1956298, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1956350, NO TRIGGER, 0
Reaction starts, ns_federate__p2_0, 1, 1, 0, 0, 1956404, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 1, -1, 0, 0, 1956520, NO TRIGGER, 0
Reaction ends, ns_federate__p2_0, 1, 1, 0, 0, 1959358, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1959427, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1959482, NO TRIGGER, 0
Reaction starts, ns_federate__p2_0, 1, 2, 0, 0, 1959545, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p2_0, 1, 2, 0, 0, 1961277, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1961337, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1961387, NO TRIGGER, 0
Reaction starts, ns_federate__p2_1, 1, 0, 0, 0, 1961462, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p2_1, 1, 0, 0, 0, 1961568, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1961623, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1961672, NO TRIGGER, 0
Reaction starts, ns_federate__p2_1, 1, 1, 0, 0, 1961723, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 1, -1, 0, 0, 1961802, NO TRIGGER, 0
Reaction ends, ns_federate__p2_1, 1, 1, 0, 0, 1964236, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1964302, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1964356, NO TRIGGER, 0
Reaction starts, ns_federate__p2_1, 1, 2, 0, 0, 1964407, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p2_1, 1, 2, 0, 0, 1964448, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1964504, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1964553, NO TRIGGER, 0
Reaction starts, ns_federate__p2_2, 1, 0, 0, 0, 1964605, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p2_2, 1, 0, 0, 0, 1964699, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1964752, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1964802, NO TRIGGER, 0
Reaction starts, ns_federate__p2_2, 1, 1, 0, 0, 1964851, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 1, -1, 0, 0, 1964926, NO TRIGGER, 0
Reaction ends, ns_federate__p2_2, 1, 1, 0, 0, 1966969, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1967035, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 0, 1967084, NO TRIGGER, 0
Reaction starts, ns_federate__p2_2, 1, 2, 0, 0, 1967136, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p2_2, 1, 2, 0, 0, 1967190, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 0, 1967247, NO TRIGGER, 0
Sending LTC, NO REACTOR, 1, -1, 0, 0, 1967497, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 0, 0, 1969190, NO TRIGGER, 0
Sending NET, NO REACTOR, 1, -1, 50000000, 0, 1969596, NO TRIGGER, 0
Sending NET, NO REACTOR, 1, -1, 0, 1, 6335295, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 0, 1, 6350214, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 1, 6350880, NO TRIGGER, 0
Reaction starts, ns_federate__plant_0, 1, 2, 0, 1, 6351113, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 0, 1, 6351310, NO TRIGGER, 0
Reaction ends, ns_federate__plant_0, 1, 2, 0, 1, 6353114, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 1, 6353428, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 1, 6961123, NO TRIGGER, 0
Reaction starts, ns_federate__p2, 1, 2, 0, 1, 6961481, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 0, 1, 6961660, NO TRIGGER, 0
Reaction ends, ns_federate__p2, 1, 2, 0, 1, 6972264, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 1, 6972460, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 1, 6972626, NO TRIGGER, 0
Reaction starts, ns_federate__p2_0, 1, 2, 0, 1, 6972727, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 0, 1, 6972797, NO TRIGGER, 0
Reaction ends, ns_federate__p2_0, 1, 2, 0, 1, 6974276, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 1, 6974362, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 1, 6974440, NO TRIGGER, 0
Reaction starts, ns_federate__p2_1, 1, 2, 0, 1, 6974582, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 0, 1, 6974642, NO TRIGGER, 0
Reaction ends, ns_federate__p2_1, 1, 2, 0, 1, 6975837, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 1, 6975904, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 0, 1, 6976061, NO TRIGGER, 0
Reaction starts, ns_federate__p2_2, 1, 2, 0, 1, 6976353, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 0, 1, 6976416, NO TRIGGER, 0
Reaction ends, ns_federate__p2_2, 1, 2, 0, 1, 6977635, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 0, 1, 6977701, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 0, 1, 6978001, NO TRIGGER, 0
Sending NET, NO REACTOR, 1, -1, 50000000, 0, 6978506, NO TRIGGER, 0
Sending NET, NO REACTOR, 1, -1, 10000000, 0, 10133295, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 10000000, 0, 10148934, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 0, 10149522, NO TRIGGER, 0
Reaction starts, ns_federate__plant_0, 1, 2, 10000000, 0, 10149977, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 10000000, 0, 10152711, NO TRIGGER, 0
Reaction ends, ns_federate__plant_0, 1, 2, 10000000, 0, 10154615, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 0, 10154936, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 0, 10671801, NO TRIGGER, 0
Reaction starts, ns_federate__p2, 1, 2, 10000000, 0, 10672018, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 10000000, 0, 10672230, NO TRIGGER, 0
Reaction ends, ns_federate__p2, 1, 2, 10000000, 0, 10683225, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 0, 10683430, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 0, 10683583, NO TRIGGER, 0
Reaction starts, ns_federate__p2_0, 1, 2, 10000000, 0, 10683677, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 10000000, 0, 10683742, NO TRIGGER, 0
Reaction ends, ns_federate__p2_0, 1, 2, 10000000, 0, 10685333, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 0, 10685398, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 0, 10685480, NO TRIGGER, 0
Reaction starts, ns_federate__p2_1, 1, 2, 10000000, 0, 10685546, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 10000000, 0, 10685589, NO TRIGGER, 0
Reaction ends, ns_federate__p2_1, 1, 2, 10000000, 0, 10686741, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 0, 10686805, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 0, 10686945, NO TRIGGER, 0
Reaction starts, ns_federate__p2_2, 1, 2, 10000000, 0, 10687121, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 10000000, 0, 10687163, NO TRIGGER, 0
Reaction ends, ns_federate__p2_2, 1, 2, 10000000, 0, 10688381, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 0, 10688443, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 10000000, 0, 10688672, NO TRIGGER, 0
Sending NET, NO REACTOR, 1, -1, 50000000, 0, 10688961, NO TRIGGER, 0
Sending NET, NO REACTOR, 1, -1, 10000000, 1, 14949568, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 10000000, 1, 14963834, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 1, 14964450, NO TRIGGER, 0
Reaction starts, ns_federate__plant_0, 1, 2, 10000000, 1, 14964695, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 10000000, 1, 14964882, NO TRIGGER, 0
Reaction ends, ns_federate__plant_0, 1, 2, 10000000, 1, 14966658, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 1, 14966817, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 1, 15783018, NO TRIGGER, 0
Reaction starts, ns_federate__p2, 1, 2, 10000000, 1, 15783520, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 10000000, 1, 15783903, NO TRIGGER, 0
Reaction ends, ns_federate__p2, 1, 2, 10000000, 1, 15813394, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 1, 15813785, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 1, 15813981, NO TRIGGER, 0
Reaction starts, ns_federate__p2_0, 1, 2, 10000000, 1, 15814107, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 10000000, 1, 15814284, NO TRIGGER, 0
Reaction ends, ns_federate__p2_0, 1, 2, 10000000, 1, 15820916, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 1, 15821048, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 1, 15821163, NO TRIGGER, 0
Reaction starts, ns_federate__p2_1, 1, 2, 10000000, 1, 15821260, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 10000000, 1, 15821394, NO TRIGGER, 0
Reaction ends, ns_federate__p2_1, 1, 2, 10000000, 1, 15825214, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 1, 15825377, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 10000000, 1, 15825494, NO TRIGGER, 0
Reaction starts, ns_federate__p2_2, 1, 2, 10000000, 1, 15825869, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 10000000, 1, 15825967, NO TRIGGER, 0
Reaction ends, ns_federate__p2_2, 1, 2, 10000000, 1, 15828236, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 10000000, 1, 15828350, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 10000000, 1, 15828628, NO TRIGGER, 0
Sending NET, NO REACTOR, 1, -1, 50000000, 0, 15828944, NO TRIGGER, 0
Schedule called, s2, 0, 0, 50000000, 0, 50398489, s2.t, 50000000
Scheduler advancing time ends, NO REACTOR, -1, -1, 50000000, 0, 50401333, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 50403931, NO TRIGGER, 0
Reaction starts, s2, 1, 0, 50000000, 0, 50405128, NO TRIGGER, -9223372036854775808
Reaction ends, s2, 1, 0, 50000000, 0, 50405828, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 50406859, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 50407147, NO TRIGGER, 0
Reaction starts, ns_federate__plant_0, 1, 1, 50000000, 0, 50407395, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 1, -1, 50000000, 0, 50408545, NO TRIGGER, 0
Reaction ends, ns_federate__plant_0, 1, 1, 50000000, 0, 50529782, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 50533788, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 50534097, NO TRIGGER, 0
Reaction starts, ns_federate__plant_0, 1, 2, 50000000, 0, 50534403, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__plant_0, 1, 2, 50000000, 0, 50534587, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 50534778, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 51270875, NO TRIGGER, 0
Reaction starts, nr_federate__s2, 1, 0, 50000000, 0, 51271840, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s2, 1, 0, 50000000, 0, 51273143, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 51273926, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 51780258, NO TRIGGER, 0
Reaction starts, nr_federate__s2_0, 1, 0, 50000000, 0, 51781312, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s2_0, 1, 0, 50000000, 0, 51782552, NO TRIGGER, -9223372036854775808
Reaction starts, s2, 1, 1, 50000000, 0, 51783313, NO TRIGGER, -9223372036854775808
Reaction ends, s2, 1, 1, 50000000, 0, 51783624, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 51784138, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 51784282, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 51784415, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52135831, NO TRIGGER, 0
Reaction starts, nr_federate__s2_1, 1, 0, 50000000, 0, 52136503, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s2_1, 1, 0, 50000000, 0, 52137299, NO TRIGGER, -9223372036854775808
Reaction starts, s2, 1, 2, 50000000, 0, 52137702, NO TRIGGER, -9223372036854775808
Reaction ends, s2, 1, 2, 50000000, 0, 52137874, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 52138318, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52138418, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 52138496, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52404221, NO TRIGGER, 0
Reaction starts, nr_federate__s2_2, 1, 0, 50000000, 0, 52404882, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s2_2, 1, 0, 50000000, 0, 52405682, NO TRIGGER, -9223372036854775808
Reaction starts, s2, 1, 3, 50000000, 0, 52406008, NO TRIGGER, -9223372036854775808
Reaction ends, s2, 1, 3, 50000000, 0, 52406205, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 52406534, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52406619, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 52406696, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52406860, NO TRIGGER, 0
Reaction starts, s2, 1, 4, 50000000, 0, 52406969, NO TRIGGER, -9223372036854775808
Reaction ends, s2, 1, 4, 50000000, 0, 52407072, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 52407256, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52407321, NO TRIGGER, 0
Reaction starts, ns_federate__p2, 1, 1, 50000000, 0, 52407430, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 1, -1, 50000000, 0, 52407812, NO TRIGGER, 0
Reaction ends, ns_federate__p2, 1, 1, 50000000, 0, 52414670, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 52414757, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52414823, NO TRIGGER, 0
Reaction starts, ns_federate__p2, 1, 2, 50000000, 0, 52414892, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p2, 1, 2, 50000000, 0, 52414945, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 52415020, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52415116, NO TRIGGER, 0
Reaction starts, ns_federate__p2_0, 1, 1, 50000000, 0, 52415213, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 1, -1, 50000000, 0, 52415286, NO TRIGGER, 0
Reaction ends, ns_federate__p2_0, 1, 1, 50000000, 0, 52418308, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 52418420, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52418487, NO TRIGGER, 0
Reaction starts, ns_federate__p2_0, 1, 2, 50000000, 0, 52418619, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p2_0, 1, 2, 50000000, 0, 52418673, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 52418748, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52418842, NO TRIGGER, 0
Reaction starts, ns_federate__p2_1, 1, 1, 50000000, 0, 52418988, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 1, -1, 50000000, 0, 52419061, NO TRIGGER, 0
Reaction ends, ns_federate__p2_1, 1, 1, 50000000, 0, 52421794, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 52421875, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52421942, NO TRIGGER, 0
Reaction starts, ns_federate__p2_1, 1, 2, 50000000, 0, 52422009, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p2_1, 1, 2, 50000000, 0, 52422062, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 52422137, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52424896, NO TRIGGER, 0
Reaction starts, ns_federate__p2_2, 1, 1, 50000000, 0, 52424961, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 1, -1, 50000000, 0, 52425063, NO TRIGGER, 0
Reaction ends, ns_federate__p2_2, 1, 1, 50000000, 0, 52427822, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 52427900, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 0, 52427963, NO TRIGGER, 0
Reaction starts, ns_federate__p2_2, 1, 2, 50000000, 0, 52428030, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p2_2, 1, 2, 50000000, 0, 52428084, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 0, 52428154, NO TRIGGER, 0
Sending LTC, NO REACTOR, 1, -1, 50000000, 0, 52428475, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 50000000, 0, 52429959, NO TRIGGER, 0
Sending NET, NO REACTOR, 1, -1, 100000000, 0, 52430230, NO TRIGGER, 0
Sending NET, NO REACTOR, 1, -1, 50000000, 1, 58950317, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 50000000, 1, 58964979, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 1, 58965448, NO TRIGGER, 0
Reaction starts, ns_federate__plant_0, 1, 2, 50000000, 1, 58965653, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 50000000, 1, 58965800, NO TRIGGER, 0
Reaction ends, ns_federate__plant_0, 1, 2, 50000000, 1, 58967622, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 1, 58967812, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 1, 59546094, NO TRIGGER, 0
Reaction starts, ns_federate__p2, 1, 2, 50000000, 1, 59546461, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 50000000, 1, 59546667, NO TRIGGER, 0
Reaction ends, ns_federate__p2, 1, 2, 50000000, 1, 59568740, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 50000000, 1, 59569048, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 50000000, 1, 59569206, NO TRIGGER, 0
Reaction starts, ns_federate__p2_0, 1, 2, 50000000, 1, 59569297, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 1, -1, 50000000, 1, 59569356, NO TRIGGER, 0
